/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
318,4.5625,0.884259,15.25,0.5,50.75,41.8843,50.5,38.2778,9,5.03704,20,27,sseo05,140603,0,NA,0,000,25.4206,-81.514,NA,NA,21,6.25,2.69213,NA,NA,NA
319,10.125,2.85,0.5,0,49.5,42.3125,34.875,20.15,10,7.8,20,10,sseo05,140603,0,NA,0,000,49.6271,-78.3871,NA,NA,2,10.0625,6.0375,10.0625,8,22.8563
320,10.625,1.07823,49.625,29.25,52.125,41.1344,51.875,35.9048,12,10.4052,20,306,sseo05,140603,0,NA,0,000,35.4561,-81.7267,NA,NA,253,6.0625,1.84395,NA,NA,NA
321,7.6875,2.70139,1.375,0,45.25,40.4167,37.25,30.625,13,10.7778,20,9,sseo05,140603,0,NA,0,000,43.4917,-79.667,NA,NA,5,6.5625,4.65972,NA,NA,NA
322,11.4375,1.12112,49.5,66.25,49.875,38.8963,49.5,37.3129,15,9.01775,20,676,sseo05,140603,0,NA,0,000,24.551,-83.3928,NA,NA,661,4.1875,1.0318,NA,NA,NA
323,15,4.625,1.375,0,46.125,40.8194,35.875,24.8611,9,8,20,9,sseo05,140603,0,NA,0,000,49.9251,-79.1977,NA,NA,5,7.8125,5.45833,NA,NA,NA
324,21.1875,4.26989,1.75,0.125,50.75,42.5284,39.375,27.3239,10,7.40909,20,22,sseo05,140603,0,NA,0,000,41.688,-80.5483,NA,NA,10,9,4.91477,NA,NA,NA
325,59.75,4.01651,40.625,0.625,51,43.1521,50.25,37.408,9,6.12264,20,106,sseo05,140603,0,66.3125,0,000,50.7651,-79.8797,47.938,22,86,8.1875,2.85318,NA,NA,NA
326,3.25,0.993056,1.625,0,47.125,41.375,43.5,33.4306,8,7.77778,20,9,sseo05,140603,0,NA,0,000,41.4742,-80.7939,NA,NA,6,2.625,1.47917,NA,NA,NA
327,12.0625,2.0463,10.5,2.375,51,42.463,49.5,32.2037,12,10.3704,20,27,sseo05,140603,0,NA,0,000,49.0765,-80.0462,NA,NA,17,6.9375,2.42361,NA,NA,NA
328,22.6875,1.96071,18.875,3.875,51.75,41.0857,51.25,33.275,11,6.82857,20,35,sseo05,140603,0,NA,0,000,50.1377,-79.9568,NA,NA,23,9.6875,1.88571,NA,NA,NA
329,16.5625,1.9806,11.25,6.25,51.75,42.3362,46.875,33.0776,9,8.03448,20,29,sseo05,140603,0,NA,0,000,49.6175,-80.0325,NA,NA,19,9,2.44181,11.5,12,30.2612
330,8.875,3.5125,4,0,51,42.8125,43.875,32.875,13,11.7,20,20,sseo05,140603,0,NA,0,000,47.1556,-80.3625,NA,NA,15,8.4375,4.50938,NA,NA,NA
331,27.0625,2.50101,34.75,16.25,55,43.1472,54.125,32.7399,8,5.08065,20,62,sseo05,140603,0,NA,0,000,38.6469,-81.638,NA,NA,44,10.75,1.98387,10.75,10,39.7207
332,28,3.62573,19.375,0.125,54.375,43.1483,53.875,28.2805,10,7.31395,20,86,sseo05,140603,0,NA,0,000,49.4119,-80.7577,NA,NA,50,10.125,2.91134,11.75,35,85.2902
333,43.1875,7.43207,10.75,1.125,51.5,40.0815,39.25,30.9511,8,5.82609,20,23,sseo05,140603,0,NA,0,000,40.3812,-82.0484,NA,NA,16,11.1875,4.55707,11.1875,11,28.125
334,1.6875,0.757622,7.75,0.75,44.875,39.9787,44.5,34.8811,6,4.97561,20,41,sseo05,140603,0,NA,0,000,50.3474,-81.7442,NA,NA,33,2.625,1.75152,NA,NA,NA
335,25.375,3.93187,34,0.75,54.125,43.777,53.5,36.8412,7,5.45045,20,111,sseo05,140603,0,NA,0,000,37.8655,-83.1137,NA,NA,90,10,3.01126,13.75,16,39.9479
336,7.6875,2.21573,14.875,31.5,44.625,38.623,43.375,32.0484,10,6.58065,20,62,sseo05,140603,0,NA,0,000,49.294,-82.0342,NA,NA,47,5,2.06149,NA,NA,NA
337,5,1.83239,21.375,12,48.625,41.6335,48.375,35.6733,9,7.77273,20,44,sseo05,140603,0,NA,0,000,35.1682,-83.1656,NA,NA,36,4.9375,2.5483,NA,NA,NA
338,49.6875,3.3774,16.375,0,53.5,44.5673,52.5,35.125,6,4.65385,20,26,sseo05,140603,0,NA,0,000,39.7075,-83.3072,NA,NA,20,14.8125,2.27644,16.625,15,46.6882
339,19.9375,2.03493,35.75,14.375,51.75,41.826,50.375,29.6544,11,7.64706,20,102,sseo05,140603,0,NA,0,000,35.2465,-84.1676,NA,NA,69,8.875,2.76777,NA,NA,NA
340,19.1875,1.57955,21.625,0.5,47.5,41.6761,46.25,35.1307,7,5.5,20,22,sseo05,140603,0,NA,0,000,37.7823,-83.8245,NA,NA,16,11.75,2.31818,11.75,5,19.5472
341,24.125,0.929924,51.5,0.75,52.125,40.6869,52,31.0038,16,9.43434,20,99,sseo05,140603,0,NA,0,000,37.6105,-84.7965,NA,NA,61,17.1875,1.55745,18.5,19,41.202
342,4.4375,1.05804,16.625,0.125,49.5,42.0179,48.75,30.8839,5,3,20,14,sseo05,140603,0,NA,0,000,36.0589,-84.6222,NA,NA,10,6.75,2.65179,NA,NA,NA
343,7.9375,0.922937,39.75,24.125,48.875,40.699,48.75,39.6068,11,7.71845,20,103,sseo05,140603,0,NA,0,000,27.8219,-86.6834,NA,NA,101,2.75,1.24757,NA,NA,NA
344,1.8125,0.670455,21.25,1.625,47.625,41.375,47,34.8977,5,4.63636,20,11,sseo05,140603,0,NA,0,000,30.8153,-86.3088,NA,NA,8,4.875,2.48295,NA,NA,NA
345,1.9375,0.397177,43.125,9.625,47,39.875,46.375,36.3871,5,3.70968,20,31,sseo05,140603,0,NA,0,000,30.9975,-86.7123,NA,NA,26,5.75,1.71371,NA,NA,NA
346,20.3125,7.68056,6,0.875,46.5,40.5,42.375,34.125,8,7.11111,20,9,sseo05,140603,0,NA,0,000,37.5153,-86.541,NA,NA,7,8.3125,3.88194,NA,NA,NA
347,3.8125,0.482143,36.375,11.625,47.875,40.013,46.625,33.9416,5,3.22078,20,77,sseo05,140603,0,NA,0,000,34.4292,-87.0542,NA,NA,60,6.1875,2.23945,NA,NA,NA
348,1.75,0.258523,29.875,4.5,49.125,40.6818,48.875,32.0398,3,2,20,22,sseo05,140603,0,NA,0,000,31.7983,-87.1986,NA,NA,14,6,1.95739,NA,NA,NA
349,8.5625,1.51284,43.25,52.625,46.875,39.6027,46,37.9349,7,4.9863,20,73,sseo05,140603,0,NA,0,000,27.7359,-87.5594,NA,NA,72,2.875,1.34161,NA,NA,NA
350,12.25,1.79137,47,29.125,49.625,40.5475,49.25,38.8116,11,9.6338,20,71,sseo05,140603,0,NA,0,000,25.4517,-87.9655,NA,NA,68,3.6875,1.69806,NA,NA,NA
351,12.4375,1.49107,10,2,47.875,41.2857,46,26.1518,6,4.92857,20,14,sseo05,140603,0,NA,0,000,37.5318,-87.4443,NA,NA,7,10.8125,2.03571,16.5625,21,65.1021
352,2.625,0.835938,33.375,14.5,46.25,38.9719,45.75,38.4375,7,6.8,20,40,sseo05,140603,0,NA,0,000,24.8291,-88.0168,NA,NA,40,2.0625,1.07969,NA,NA,NA
353,3.125,0.869318,35.875,10.5,48.5,39.3295,48.125,31.3068,3,1.81818,20,11,sseo05,140603,0,NA,0,000,32.1009,-87.763,NA,NA,7,4.6875,1.94318,NA,NA,NA
354,4.75,0.393145,47,12.5,50.25,40.6613,49.625,31.4839,4,2.35484,20,31,sseo05,140603,0,NA,0,000,31.7809,-87.8485,NA,NA,20,8.5625,1.90121,NA,NA,NA
355,4.3125,1.28125,19.125,0.75,46.625,41.5469,46.5,39.4844,6,5.5,20,8,sseo05,140603,0,NA,0,000,31.1948,-87.7652,NA,NA,8,5.6875,3.21875,NA,NA,NA
356,26.9375,3.22083,1.375,0.625,50.125,42.3083,39.25,21.5083,7,5.73333,20,15,sseo05,140603,0,NA,0,000,37.6072,-87.8335,NA,NA,6,16.5625,4.75417,16.5625,21,65.1021
357,2.5,0.445312,38.625,17.625,47,40.9453,45.75,31.5469,7,4.8125,20,32,sseo05,140603,0,NA,0,000,30.8568,-88.0093,NA,NA,24,6.375,2.05078,NA,NA,NA
358,28.4375,4.21924,24,0.125,52.5,42.7676,50.5,27.6797,15,11.2891,20,128,sseo05,140603,0,NA,0,000,38.6704,-88.117,NA,NA,70,14.75,3.66016,19.875,20,49.0932
359,6.875,1.13021,16.25,0.625,50.125,42.2396,48.75,33.0833,4,3,20,12,sseo05,140603,0,NA,0,000,35.1935,-88.1673,NA,NA,10,7.8125,2.61979,NA,NA,NA
360,4.75,0.8375,30,1.75,50.25,40.25,49.875,33.3167,3,2.53333,20,15,sseo05,140603,0,NA,0,000,33.7759,-88.5387,NA,NA,11,7.1875,2.24583,NA,NA,NA
361,11.25,0.928279,51,61.875,51.25,41.0848,50.75,37.8955,11,7.48197,20,305,sseo05,140603,0,NA,0,000,25.1486,-89.3841,NA,NA,269,4.375,1.51086,NA,NA,NA
362,7.125,0.881944,21.875,1.375,50.25,42.8681,48.375,22.9375,4,2.94444,20,18,sseo05,140603,0,NA,0,000,34.822,-88.7395,NA,NA,9,10.625,2.57639,NA,NA,NA
363,5.125,1.88021,17.375,0.25,50.25,41.8542,49.625,38.875,7,6.16667,20,12,sseo05,140603,0,NA,0,000,29.5486,-88.9581,NA,NA,11,6.0625,2.80729,NA,NA,NA
364,6.25,0.970109,25.375,1.375,49,42.0761,46.875,20.4783,4,3.17391,20,23,sseo05,140603,0,NA,0,000,34.3278,-89.3107,NA,NA,13,8.1875,2.3125,NA,NA,NA
365,15.4375,3.40809,38.625,4.75,52.5,43.0478,52,32.1581,8,6.91176,20,34,sseo05,140603,0,NA,0,000,30.3324,-89.8306,NA,NA,22,12.125,4.4761,12.125,12,25.1287
366,9.75,2.78125,23.25,1.25,50.75,43.7812,48,26.8958,7,5.625,20,24,sseo05,140603,0,NA,0,000,29.9065,-90.5506,NA,NA,12,10.3125,4.47656,NA,NA,NA
367,49.125,4.12301,21.625,1.125,50.375,41.2766,48.25,18.9468,11,4.95745,20,94,sseo05,140603,0,NA,0,000,37.3171,-91.7746,NA,NA,39,15.625,2.75598,18.4375,28,47.5765
368,28.25,1.41182,20.375,7,48.125,39.8188,45.75,28.9128,11,6.82946,20,129,sseo05,140603,0,NA,0,000,38.0659,-92.182,NA,NA,76,18,2.48401,19.25,9,21.9526
369,2.75,1.21154,13.875,0.875,47.875,40.7067,46.375,36.8317,8,4.73077,20,26,sseo05,140603,0,NA,0,000,29.8337,-91.7544,NA,NA,23,5.9375,2.53846,NA,NA,NA
370,16.5625,1.22917,18.125,1.25,49,41.0479,42.75,22.7833,7,4.76667,20,60,sseo05,140603,0,NA,0,000,37.2655,-92.495,NA,NA,26,13.3125,3.16042,13.3125,19,45.1084
371,15.375,3.73011,12.75,2.625,47.875,40.9489,47,36.2273,13,10.9545,20,22,sseo05,140603,0,NA,0,000,26.3868,-92.3533,NA,NA,19,4.0625,2.90341,NA,NA,NA
372,11.625,4.14844,6.75,0,44.75,41.25,42.25,31.5156,6,4.75,20,8,sseo05,140603,0,NA,0,000,36.9547,-92.9096,NA,NA,4,6.375,5.20312,NA,NA,NA
373,3.625,1.43333,23.75,1.125,49,42.7333,48.375,26.6083,5,4.13333,20,15,sseo05,140603,0,NA,0,000,29.9516,-92.869,NA,NA,10,5.4375,3.15833,NA,NA,NA
374,2.1875,0.395833,39.625,0.25,49.125,41.9028,48.75,35.7431,7,5.22222,20,18,sseo05,140603,0,NA,0,000,51.0878,-100.05,NA,NA,13,4.125,1.70486,NA,NA,NA
375,4,0.328125,16.625,2.875,44.625,37.935,44,28.8699,8,5.95946,20,148,sseo05,140603,0,NA,0,000,44.7373,-100.553,NA,NA,90,5.6875,2.19468,NA,NA,NA
376,3.25,0.398438,28.75,1.625,48.125,41.6562,47.5,35.0391,6,4.84375,20,32,sseo05,140603,0,NA,0,000,25.4626,-98.1031,NA,NA,25,5.875,1.89453,NA,NA,NA
377,12.0625,2.81696,12.5,0,50.75,44.7768,48.25,32.6964,7,4.64286,20,14,sseo05,140603,0,NA,0,000,26.4982,-98.1984,NA,NA,10,12.625,5.46429,12.625,8,15.7079
378,15.5625,3.15625,3.375,0,48.25,40.1719,41.625,26.9688,6,4.25,20,8,sseo05,140603,0,NA,0,000,24.5568,-99.0343,NA,NA,2,10.4375,4.0625,NA,NA,NA
379,6.0625,0.698351,16,8,46.625,38.4141,45.75,32.3576,9,6.80556,20,144,sseo05,140603,0,NA,0,000,45.8516,-103.862,NA,NA,104,5.125,2.03819,NA,NA,NA
380,17.3125,4.90625,0,0,46.5,40.525,8.625,-14.975,10,9.6,20,10,sseo05,140603,0,NA,0,000,43.1355,-104.539,NA,NA,0,11,5.7875,11,9,28.5857
381,12.5,1.99167,6.625,0.375,49,41.5042,46.5,28.3042,13,11.8,20,30,sseo05,140603,0,NA,0,000,45.2099,-105.197,NA,NA,13,11.5625,2.69792,NA,NA,NA
382,5.5,0.376603,22.375,0,50.5,40.4984,49.75,32.3718,15,12.9359,21,78,sseo05,140603,0,NA,0,000,48.0048,-71.7369,NA,NA,56,3.40625,1.35657,NA,NA,NA
383,24.5,2.63054,38,26.375,49.375,40.107,49,36.2346,15,7.8629,21,868,sseo05,140603,0,NA,0,000,49.3722,-72.4686,NA,NA,756,5.28125,1.97062,NA,NA,NA
384,22.1875,5.05719,38.125,29.75,51.625,41.5548,50.75,35.6542,16,10.6736,21,671,sseo05,140603,0,NA,0,000,46.5866,-73.4995,NA,NA,547,5.84375,2.63939,NA,NA,NA
385,8.8125,2.34183,16.625,8.25,50.5,40.5468,48.375,34.2563,11,8.27933,21,179,sseo05,140603,0,NA,0,000,44.8713,-73.7475,NA,NA,132,7.03125,2.91568,NA,NA,NA
386,15.8125,2.97724,16,19,50.25,40.0787,48.625,34.3765,12,9.60494,21,162,sseo05,140603,0,NA,0,000,43.9317,-73.9358,NA,NA,125,9.78125,3.24498,NA,NA,NA
387,12.125,1.70199,15.875,5,49.75,39.7446,47.125,34.0562,9,6.65217,21,69,sseo05,140603,0,NA,0,000,41.1224,-74.3964,NA,NA,55,9.59375,3.1173,NA,NA,NA
388,13.375,1.68784,68.125,30.375,51.25,41.2118,50.375,36.2896,12,8.32782,21,363,sseo05,140603,0,NA,0,000,42.4268,-74.6029,NA,NA,307,7.65625,3.01283,NA,NA,NA
389,8.5,1.92969,23,6,44.875,38.3047,42.375,30.625,8,7.125,21,16,sseo05,140603,0,NA,0,000,44.4233,-74.1894,NA,NA,8,4.84375,3.28125,NA,NA,NA
390,1.8125,0.78125,13.875,0,45.875,40.0062,43.875,25.5625,11,10.3,21,20,sseo05,140603,0,NA,0,000,40.7997,-75.4613,NA,NA,11,4.34375,2.50938,NA,NA,NA
391,0.6875,0.257353,9.75,6.25,44.375,38.8015,43.625,32.0515,7,5.58824,21,17,sseo05,140603,0,NA,0,000,42.7436,-75.0857,NA,NA,13,6.34375,2.74081,NA,NA,NA
392,19,5.22656,8.25,0,51.5,44.4688,47.625,30.7578,6,4.125,21,16,sseo05,140603,0,NA,0,000,40.3522,-76.0237,NA,NA,10,10.1562,5.50391,NA,NA,NA
393,5.25,0.228571,21.875,1.25,48.25,39.75,47.375,28.2643,10,7.88571,21,35,sseo05,140603,0,NA,0,000,39.033,-76.6355,NA,NA,22,4.84375,1.56875,NA,NA,NA
394,24.9375,2.91223,53,9.625,54.375,42.7806,54,38.7739,10,7.17021,21,94,sseo05,140603,0,NA,0,000,38.1953,-77.189,NA,NA,83,8.65625,2.6383,NA,NA,NA
395,1.625,0.528017,18.625,0.5,48.75,40.6638,47.625,35.375,7,6.2069,21,29,sseo05,140603,0,NA,0,000,49.6719,-74.9066,NA,NA,21,2.84375,1.21013,NA,NA,NA
396,4.4375,0.36,23,1.25,51.125,41.66,50.625,38.36,10,9.2,21,25,sseo05,140603,0,NA,0,000,39.2579,-76.9749,NA,NA,23,6.40625,2.35375,NA,NA,NA
397,11.875,2.69792,36.625,40.25,50.625,39.2396,50.125,35.8177,9,7.45833,21,24,sseo05,140603,0,NA,0,000,24.2143,-79.4277,NA,NA,17,3.96875,1.8724,NA,NA,NA
398,9.625,2.04375,12.875,1.25,49.25,39.6667,48.5,35.3312,10,8.1,21,60,sseo05,140603,0,NA,0,000,47.9955,-75.9266,NA,NA,47,4.40625,2.17396,NA,NA,NA
399,36.125,1.70166,54,4.25,52.625,42.4856,52.125,37.6812,12,8.11511,21,278,sseo05,140603,0,NA,0,000,36.843,-78.4782,NA,NA,228,12.2188,2.25247,12.2188,39,71.508
400,15.6875,2.57072,43.125,0.375,47.125,39.9309,47.125,36.9013,6,3.57895,21,38,sseo05,140603,0,NA,0,000,50.4955,-76.2284,NA,NA,31,3.78125,1.59868,NA,NA,NA
401,1.125,0.332031,10.875,0,47,40.7734,45.75,36.0234,11,9.6875,21,16,sseo05,140603,0,NA,0,000,49.2099,-76.6332,NA,NA,13,3.03125,1.63672,NA,NA,NA
402,3.125,0.558824,19,0,48.5,41.9338,47.125,34.2721,9,7.35294,21,17,sseo05,140603,0,NA,0,000,42.6643,-77.8116,NA,NA,13,4.03125,1.20037,NA,NA,NA
403,22.9375,2.96691,21.125,12,53.25,42.568,52.625,32.3162,11,7.85294,21,68,sseo05,140603,0,NA,0,000,46.471,-77.4354,NA,NA,45,7.53125,2.64522,NA,NA,NA
404,0.9375,0.255208,4,0,45.25,39.0625,42.875,22.6354,11,8.91667,21,12,sseo05,140603,0,NA,0,000,45.6769,-77.5064,NA,NA,6,3.15625,1.81771,NA,NA,NA
405,9.125,2.01923,12.5,2,47.875,41.4327,47.625,41.0096,9,7.61538,21,13,sseo05,140603,0,NA,0,000,25.1119,-80.3521,NA,NA,13,3.40625,1.91587,NA,NA,NA
406,29.6875,5.32979,20.5,0.875,49.5,41.516,49,33.7926,10,7.29787,21,47,sseo05,140603,0,NA,0,000,45.3612,-77.7802,NA,NA,32,5.84375,2.29056,NA,NA,NA
407,6.75,1.24662,22.25,0,49.75,42.25,48.625,31.5135,11,9.86487,21,37,sseo05,140603,0,NA,0,000,44.7826,-77.9517,NA,NA,27,6.15625,3.05152,NA,NA,NA
408,8.125,2.07721,18.625,1.5,50.875,42.9559,50.625,41.3382,9,7.05882,21,17,sseo05,140603,0,NA,0,000,24.1813,-80.7528,NA,NA,17,4.96875,2.71507,NA,NA,NA
409,2.875,0.42,16.5,0,48.5,40.9,47.625,35.135,8,6.8,21,25,sseo05,140603,0,NA,0,000,50.077,-77.3283,NA,NA,20,3.65625,1.22625,NA,NA,NA
410,1.6875,0.204861,15,0.25,50.375,40.8403,49.25,33.7639,10,8.66667,21,18,sseo05,140603,0,NA,0,000,42.1383,-78.8307,NA,NA,12,2.78125,1.58333,NA,NA,NA
411,8.75,1.35547,19.25,0,49.75,41.2695,49.125,34.4375,8,6.5625,21,32,sseo05,140603,0,NA,0,000,50.0657,-78.0735,NA,NA,23,6.78125,2.01367,NA,NA,NA
412,8.1875,1.20014,87.625,15.25,53.5,44.2851,53,41.3104,9,6.51685,21,89,sseo05,140603,0,NA,0,000,25.4188,-81.5199,NA,NA,81,8.09375,2.71594,NA,NA,NA
413,2.9375,0.961538,3,0,46.75,40.2212,43,27.7019,11,10.2308,21,13,sseo05,140603,0,NA,0,000,44.8323,-79.1828,NA,NA,7,3.65625,2.04567,NA,NA,NA
414,3.5,0.24375,45.25,0.75,48.375,39.3708,47.875,35.9437,11,9.45,21,60,sseo05,140603,0,NA,0,000,35.6471,-80.693,NA,NA,51,3.03125,0.991667,NA,NA,NA
415,4.0625,1.41667,12.75,6.25,45.375,38.5208,44.5,36.1458,9,8.41667,21,12,sseo05,140603,0,NA,0,000,24.1103,-81.552,NA,NA,11,3.40625,2.08854,NA,NA,NA
416,23.625,2.02298,27.875,2.75,55.625,44.4154,55.375,26.5478,13,8.94118,21,68,sseo05,140603,0,NA,0,000,41.8357,-79.8361,NA,NA,39,11.5312,2.12316,14.9062,29,89.3467
417,13.5,3.60345,8.25,5.625,51.25,43.0603,47.5,26.444,11,8.48276,21,29,sseo05,140603,0,NA,0,000,43.4605,-79.6837,NA,NA,17,10.8438,4.56142,10.8438,14,43.961
418,6.125,1.17708,59.125,2.375,52.75,42.7431,52.375,35.2743,6,4.19444,21,36,sseo05,140603,0,NA,0,000,25.9365,-81.8237,NA,NA,25,5.90625,2.07118,NA,NA,NA
419,18.375,4.53343,18.5,0.125,50.75,41.3372,49.875,31.5422,11,7.77907,21,86,sseo05,140603,0,NA,0,000,50.24,-78.9902,NA,NA,53,9.46875,3.25436,NA,NA,NA
420,5.5,0.866751,28.625,42.875,47.125,37.743,47,36.3807,14,8.7132,21,394,sseo05,140603,0,NA,0,000,24.4472,-83.1598,NA,NA,388,3.34375,0.949714,NA,NA,NA
421,20.0625,2.3975,6.5,0.25,52.75,43.47,48.875,29.49,10,8.68,21,25,sseo05,140603,0,NA,0,000,41.371,-80.4209,NA,NA,16,9.34375,1.92125,11.9062,18,48.9121
422,95.4375,10.0237,36.875,1.125,55,42.7465,54.375,37.3241,14,7.35185,21,108,sseo05,140603,0,95.4375,0,000,51.0726,-79.4009,54.3515,24,93,12.5938,2.48553,12.5938,45,85.0173
423,14.875,1.41582,26.25,21.25,50.5,40.0668,48.75,34.4247,12,9.35374,21,294,sseo05,140603,0,NA,0,000,35.0229,-82.2241,NA,NA,238,7.59375,2.01935,NA,NA,NA
424,12.4375,2.3619,12.75,0.125,50,42.3145,48.625,30.248,16,12,21,62,sseo05,140603,0,NA,0,000,47.674,-79.9317,NA,NA,41,9.40625,3.01815,NA,NA,NA
425,27.0625,5.30804,8.5,5.75,52.375,44.0536,49.5,24.7917,12,7.90476,21,42,sseo05,140603,0,NA,0,000,49.6441,-79.6067,NA,NA,20,8.78125,3.88393,NA,NA,NA
426,1.3125,0.106061,20.375,0,48.625,42.0114,47.5,32.8636,11,9.24242,21,33,sseo05,140603,0,NA,0,000,41.0122,-80.9403,NA,NA,24,4.59375,0.946023,NA,NA,NA
427,14.125,1.79531,16.5,31.875,49.625,40.1734,48.25,33.0828,9,5.95,21,80,sseo05,140603,0,NA,0,000,50.2471,-80.0373,NA,NA,58,5.96875,2.40859,NA,NA,NA
428,7.25,0.469907,33.5,1.375,50,41.1806,49.25,31.287,8,6.74074,21,54,sseo05,140603,0,NA,0,000,40.3421,-81.5343,NA,NA,39,6.90625,1.44444,NA,NA,NA
429,6.375,1.29709,35.875,6.375,51.625,41.6901,51,37.6884,10,6.90411,21,73,sseo05,140603,0,NA,0,000,49.6992,-80.4103,NA,NA,60,6.03125,2.1357,NA,NA,NA
430,4.125,2.25595,5.125,2,46.125,39.875,43.375,33.9167,8,6.7619,21,21,sseo05,140603,0,NA,0,000,49.1723,-80.531,NA,NA,18,4.84375,3.42708,NA,NA,NA
431,9.875,3.43155,43.625,19.375,46.5,40.4226,43.5,29.8512,10,7.19048,21,63,sseo05,140603,0,NA,0,000,49.567,-81.2066,NA,NA,43,4.40625,2.70784,NA,NA,NA
432,24.4375,3.58066,46.125,12.875,50.25,41.7169,49.625,33.3504,7,4.51282,21,117,sseo05,140603,0,NA,0,000,37.5983,-82.9454,NA,NA,85,6.40625,2.05903,NA,NA,NA
433,7.1875,0.819853,7.875,0,47.25,40.625,46.5,32.5515,6,5.58824,21,17,sseo05,140603,0,NA,0,000,39.892,-82.3289,NA,NA,13,4.15625,2.66728,NA,NA,NA
434,21.4375,2.30331,12.25,0.125,47.25,40.4449,46.375,30.1801,10,5.94118,21,34,sseo05,140603,0,NA,0,000,39.5303,-82.9071,NA,NA,20,5.40625,1.59191,NA,NA,NA
435,9.0625,1.72288,48.625,49.5,47.75,39.6769,47.25,38.6557,15,11.1887,21,53,sseo05,140603,0,NA,0,000,24.2769,-84.3896,NA,NA,53,2.21875,1.09139,NA,NA,NA
436,6.75,1.28333,26,2.875,48.875,40.4972,47.875,29.6944,11,8.04444,21,45,sseo05,140603,0,NA,0,000,35.0342,-83.8229,NA,NA,32,7.03125,2.42986,NA,NA,NA
437,16.875,2.41319,22.625,7,45.875,38.8958,44.875,33.5764,5,4.22222,21,18,sseo05,140603,0,NA,0,000,37.6675,-83.668,NA,NA,13,6.09375,2.56944,NA,NA,NA
438,12.8125,1.49185,17.375,1.125,49.5,40.4511,46.125,32.1984,11,8.04348,21,46,sseo05,140603,0,NA,0,000,34.9534,-84.5011,NA,NA,30,6.15625,2.16033,NA,NA,NA
439,42.3125,4.7125,3.375,0,52.5,43.2469,45.5,31.4562,10,6.6,21,40,sseo05,140603,0,NA,0,000,38.1798,-84.2859,NA,NA,23,16.1562,3.36719,17.5938,14,46.9496
440,2.8125,0.485577,4.125,0,46.125,39.2885,45,36.9904,8,5.23077,21,13,sseo05,140603,0,NA,0,000,37.3524,-84.3035,NA,NA,12,4.21875,2.32933,NA,NA,NA
441,10.875,2.25,13.75,0.25,51.5,42.524,47.875,33.5144,7,4.61538,21,26,sseo05,140603,0,NA,0,000,35.862,-84.4348,NA,NA,17,9.40625,3.1226,NA,NA,NA
442,6.0625,0.717672,17.875,2.125,47.875,40.4871,47.5,34.8319,5,3.06897,21,29,sseo05,140603,0,NA,0,000,34.6723,-85.2207,NA,NA,23,6.46875,1.68211,NA,NA,NA
443,2.25,0.721154,28.75,3.25,48.625,41.0192,48.125,34.7788,3,2,21,13,sseo05,140603,0,NA,0,000,32.2105,-85.3464,NA,NA,10,5.34375,2.04087,NA,NA,NA
444,18.5625,6.61364,3.75,0,50.125,42.2614,43.125,28.7727,8,7.36364,21,11,sseo05,140603,0,NA,0,000,38.201,-85.2035,NA,NA,6,12.4062,6.60511,12.4062,7,21.8517
445,4.8125,0.692935,54,7.375,52.25,42.0326,51.75,32.587,2,1.78261,21,23,sseo05,140603,0,NA,0,000,32.0054,-85.5171,NA,NA,13,7.15625,1.98777,NA,NA,NA
446,1.5,0.460938,25.625,0.125,48.875,41.7656,48.25,34.5312,3,2,21,8,sseo05,140603,0,NA,0,000,33.1198,-85.4736,NA,NA,5,4.90625,1.48438,NA,NA,NA
447,1.1875,0.395833,25.375,2.625,46.5,39.8646,45.75,35.2292,5,4.91667,21,12,sseo05,140603,0,NA,0,000,30.0137,-85.6993,NA,NA,9,3.40625,1.89583,NA,NA,NA
448,2,0.409722,36.25,2.5,48,41.4444,47.375,34.5556,3,1.66667,21,9,sseo05,140603,0,NA,0,000,32.952,-85.7053,NA,NA,6,4.21875,1.37153,NA,NA,NA
449,11.9375,1.29676,54.5,39.75,50.5,39.5,50.25,38.1333,11,7.97778,21,135,sseo05,140603,0,NA,0,000,27.7859,-86.829,NA,NA,130,3.46875,1.27338,NA,NA,NA
450,3.25,0.9375,25.375,2,49.125,42.6771,47.875,31.6354,3,2.25,21,12,sseo05,140603,0,NA,0,000,31.8856,-86.3849,NA,NA,6,6.40625,2.69792,NA,NA,NA
451,1.6875,0.3,8.75,0.125,46.125,40.0375,44.375,21.6,8,7.25,21,20,sseo05,140603,0,NA,0,000,37.9643,-86.2648,NA,NA,13,3.59375,1.1625,NA,NA,NA
452,11.1875,2.55556,5.125,0.375,49.125,42.7778,43.625,29.4583,6,4.66667,21,9,sseo05,140603,0,NA,0,000,36.599,-86.4529,NA,NA,5,11.1562,5.89236,NA,NA,NA
453,4.375,0.805804,35.25,3.75,48.375,42.0759,47.625,35.0848,4,2.42857,21,28,sseo05,140603,0,NA,0,000,31.8691,-86.7203,NA,NA,22,5.53125,2.36607,NA,NA,NA
454,16.625,3.79688,5.625,0.5,51.375,41.3063,39.875,25.6875,7,4.7,21,20,sseo05,140603,0,NA,0,000,38.1599,-86.8038,NA,NA,9,15.4062,5.54063,15.4062,7,19.8338
